gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score
male,group A,some high school,standard,0,0.53,0.4457831325301205,0.4222222222222222,0.46886446886446886
female,group D,high school,standard,0,0.6900000000000001,0.7228915662650603,0.7,0.7032967032967034
female,group D,some high school,standard,0,0.65,0.783132530120482,0.7888888888888889,0.7362637362637363
female,group D,master's degree,standard,0,0.54,0.5180722891566265,0.5888888888888889,0.5494505494505495
female,group C,high school,standard,0,0.29,0.14457831325301204,0.22222222222222227,0.22344322344322348
female,group E,some college,standard,0,0.76,0.7349397590361446,0.7777777777777778,0.7582417582417582
male,group D,high school,free/reduced,0,0.6,0.4819277108433735,0.45555555555555555,0.5164835164835165
male,group D,master's degree,free/reduced,1,0.84,0.8674698795180723,0.8888888888888888,0.8644688644688645
male,group C,some high school,standard,0,0.75,0.6626506024096386,0.5777777777777777,0.6666666666666666
female,group C,associate's degree,standard,0,0.85,0.8072289156626508,0.7999999999999999,0.8205128205128205
female,group C,master's degree,free/reduced,0,0.4,0.49397590361445787,0.4888888888888889,0.4578754578754579
female,group E,some college,standard,0,0.61,0.5662650602409639,0.5777777777777777,0.5860805860805861
female,group B,associate's degree,standard,0,0.58,0.5542168674698795,0.611111111111111,0.5824175824175825
male,group D,some college,free/reduced,1,0.6900000000000001,0.5180722891566265,0.5888888888888889,0.6043956043956044
female,group C,some college,standard,0,0.58,0.5060240963855422,0.6222222222222222,0.5714285714285714
male,group C,bachelor's degree,standard,1,0.9400000000000001,0.8795180722891568,0.8999999999999999,0.9084249084249084
female,group C,associate's degree,standard,0,0.65,0.7228915662650603,0.7111111111111111,0.6923076923076923
female,group A,associate's degree,standard,0,0.8200000000000001,0.9156626506024098,0.9222222222222223,0.8827838827838828
female,group C,high school,standard,0,0.6,0.6144578313253013,0.6888888888888889,0.6336996336996337
female,group E,bachelor's degree,standard,0,0.37,0.33734939759036153,0.3111111111111111,0.34065934065934067
male,group D,bachelor's degree,standard,0,0.88,0.7349397590361446,0.8111111111111111,0.8131868131868132
male,group D,master's degree,standard,0,0.9500000000000001,0.7710843373493976,0.8222222222222222,0.8534798534798534
male,group C,associate's degree,free/reduced,1,0.65,0.674698795180723,0.6444444444444444,0.6556776556776557
female,group C,high school,free/reduced,0,0.35000000000000003,0.5301204819277109,0.4888888888888889,0.4505494505494506
male,group B,bachelor's degree,free/reduced,0,0.62,0.5542168674698795,0.5111111111111111,0.5641025641025641
male,group C,high school,free/reduced,1,0.58,0.40963855421686746,0.46666666666666673,0.4908424908424909
male,group A,some college,standard,1,1.0,0.9518072289156628,0.8444444444444444,0.9340659340659342
female,group E,bachelor's degree,free/reduced,0,0.61,0.49397590361445787,0.5777777777777777,0.5641025641025641
male,group D,some college,standard,1,1.0,0.9638554216867471,0.9888888888888889,0.9853479853479853
male,group B,associate's degree,free/reduced,1,0.6900000000000001,0.6385542168674699,0.5888888888888889,0.6410256410256411
male,group D,associate's degree,standard,0,0.61,0.37349397590361455,0.4000000000000001,0.46886446886446886
male,group D,some college,free/reduced,0,0.49,0.4819277108433735,0.4000000000000001,0.4578754578754579
female,group C,some high school,standard,1,0.44,0.40963855421686746,0.5,0.4505494505494506
male,group D,some college,standard,0,0.67,0.5662650602409639,0.6666666666666666,0.6373626373626374
male,group B,high school,standard,0,0.79,0.5180722891566265,0.611111111111111,0.6483516483516484
female,group B,bachelor's degree,standard,1,0.66,0.6867469879518073,0.7888888888888889,0.7106227106227107
female,group C,high school,standard,0,0.75,0.855421686746988,0.8333333333333334,0.8095238095238095
male,group D,some high school,standard,0,0.84,0.8072289156626508,0.7777777777777778,0.8095238095238095
male,group A,high school,standard,0,0.71,0.6867469879518073,0.6,0.6666666666666666
female,group B,high school,free/reduced,1,0.67,0.7590361445783133,0.7888888888888889,0.7362637362637363
female,group D,some high school,standard,1,0.8,0.9036144578313253,0.8666666666666667,0.8534798534798534
male,group E,some college,standard,0,0.86,0.710843373493976,0.7111111111111111,0.7655677655677656
female,group D,associate's degree,standard,0,0.76,0.6867469879518073,0.7,0.717948717948718
male,group D,high school,standard,0,0.41000000000000003,0.42168674698795183,0.45555555555555555,0.4285714285714286
female,group D,associate's degree,free/reduced,1,0.74,0.855421686746988,0.8888888888888888,0.8241758241758242
female,group B,some high school,free/reduced,0,0.72,0.7710843373493976,0.7666666666666666,0.7509157509157509
female,group E,high school,standard,1,0.74,0.746987951807229,0.7777777777777778,0.7545787545787546
male,group B,high school,standard,0,0.7000000000000001,0.5783132530120483,0.5555555555555556,0.6153846153846154
female,group B,bachelor's degree,standard,1,0.65,0.7710843373493976,0.7888888888888889,0.7326007326007327
female,group D,associate's degree,standard,0,0.59,0.6385542168674699,0.611111111111111,0.6117216117216118
female,group E,high school,free/reduced,0,0.64,0.5421686746987953,0.6444444444444444,0.6117216117216118
female,group B,high school,standard,0,0.5,0.4337349397590362,0.5,0.4798534798534799
female,group D,some college,standard,1,0.6900000000000001,0.746987951807229,0.7888888888888889,0.73992673992674
male,group C,some high school,free/reduced,1,0.51,0.4698795180722892,0.4777777777777778,0.4871794871794872
female,group A,high school,standard,1,0.68,0.7590361445783133,0.7333333333333333,0.7216117216117216
female,group D,some college,standard,1,0.85,0.8313253012048193,0.9777777777777779,0.8864468864468865
female,group A,associate's degree,standard,1,0.65,0.6385542168674699,0.7111111111111111,0.6666666666666666
female,group B,some high school,standard,0,0.73,0.746987951807229,0.7666666666666666,0.7472527472527473
female,group B,some college,standard,0,0.62,0.6024096385542169,0.6333333333333333,0.6190476190476191
male,group C,associate's degree,free/reduced,0,0.77,0.6024096385542169,0.6,0.663003663003663
male,group D,some high school,standard,0,0.6900000000000001,0.5903614457831325,0.5666666666666667,0.6190476190476191
female,group D,associate's degree,free/reduced,0,0.43,0.5180722891566265,0.5333333333333333,0.4908424908424909
male,group D,associate's degree,standard,0,0.9,0.8433734939759038,0.8333333333333334,0.8608058608058609
male,group C,some college,free/reduced,0,0.74,0.7228915662650603,0.7,0.7216117216117216
male,group C,some high school,standard,0,0.73,0.5903614457831325,0.5888888888888889,0.6410256410256411
female,group D,some college,free/reduced,0,0.55,0.6506024096385543,0.6555555555555556,0.6153846153846154
female,group C,high school,standard,0,0.65,0.6265060240963856,0.6333333333333333,0.6373626373626374
male,group D,associate's degree,standard,0,0.8,0.5542168674698795,0.5888888888888889,0.6556776556776557
female,group C,some high school,free/reduced,1,0.5,0.5180722891566265,0.5555555555555556,0.5238095238095238
female,group C,some college,free/reduced,1,0.63,0.674698795180723,0.6777777777777778,0.6593406593406593
female,group B,bachelor's degree,free/reduced,0,0.77,0.819277108433735,0.8555555555555555,0.8131868131868132
male,group C,some college,standard,0,0.73,0.6867469879518073,0.5666666666666667,0.663003663003663
male,group D,associate's degree,standard,1,0.81,0.6626506024096386,0.7444444444444445,0.7435897435897436
female,group C,high school,free/reduced,0,0.66,0.710843373493976,0.6444444444444444,0.6703296703296704
male,group D,associate's degree,free/reduced,0,0.52,0.4819277108433735,0.4444444444444445,0.4835164835164836
female,group C,some college,standard,0,0.6900000000000001,0.7349397590361446,0.7333333333333333,0.717948717948718
female,group C,associate's degree,standard,1,0.65,0.8072289156626508,0.8222222222222222,0.7545787545787546
female,group D,high school,standard,1,0.6900000000000001,0.7228915662650603,0.7555555555555555,0.7216117216117216
female,group B,some college,standard,1,0.5,0.5662650602409639,0.6222222222222222,0.5604395604395604
female,group E,some college,standard,1,0.73,0.7349397590361446,0.7333333333333333,0.7326007326007327
female,group C,some high school,standard,1,0.7000000000000001,0.783132530120482,0.7333333333333333,0.7362637362637363
male,group D,associate's degree,free/reduced,0,0.81,0.6987951807228916,0.7555555555555555,0.7582417582417582
male,group D,some college,free/reduced,0,0.63,0.5301204819277109,0.5555555555555556,0.5750915750915752
female,group D,high school,standard,0,0.67,0.6626506024096386,0.7111111111111111,0.6813186813186813
male,group B,high school,standard,0,0.6,0.6144578313253013,0.5555555555555556,0.5897435897435898
male,group B,high school,standard,0,0.62,0.45783132530120485,0.4888888888888889,0.5274725274725275
female,group C,some high school,free/reduced,1,0.29,0.27710843373493976,0.3777777777777778,0.315018315018315
male,group B,some college,standard,1,0.62,0.5903614457831325,0.6444444444444444,0.6190476190476191
female,group E,master's degree,standard,1,0.9400000000000001,0.9879518072289156,1.0,0.9743589743589743
male,group E,some college,standard,1,0.85,0.6987951807228916,0.6444444444444444,0.7362637362637363
male,group D,associate's degree,free/reduced,0,0.77,0.7349397590361446,0.7,0.7362637362637363
male,group A,high school,free/reduced,0,0.53,0.49397590361445787,0.3777777777777778,0.46886446886446886
male,group E,some college,free/reduced,0,0.93,0.8795180722891568,0.8111111111111111,0.8754578754578755
female,group C,associate's degree,standard,0,0.49,0.4337349397590362,0.4777777777777778,0.46886446886446886
female,group E,associate's degree,free/reduced,0,0.73,0.710843373493976,0.7555555555555555,0.7326007326007327
female,group C,bachelor's degree,free/reduced,1,0.66,0.6867469879518073,0.7888888888888889,0.7106227106227107
female,group D,associate's degree,standard,0,0.77,0.7228915662650603,0.7,0.7326007326007327
female,group C,some high school,standard,0,0.49,0.5542168674698795,0.5111111111111111,0.5164835164835165
female,group D,some college,free/reduced,0,0.79,0.8674698795180723,0.8444444444444444,0.8315018315018315
female,group C,associate's degree,standard,1,0.75,0.783132530120482,0.8888888888888888,0.8058608058608059
female,group A,bachelor's degree,standard,0,0.59,0.6626506024096386,0.6666666666666666,0.6373626373626374
female,group D,associate's degree,standard,1,0.5700000000000001,0.7349397590361446,0.7666666666666666,0.684981684981685
male,group C,high school,free/reduced,0,0.66,0.5903614457831325,0.5444444444444444,0.6007326007326007
female,group E,bachelor's degree,standard,1,0.79,0.7710843373493976,0.7999999999999999,0.7875457875457875
female,group B,some high school,standard,0,0.5700000000000001,0.6024096385542169,0.6888888888888889,0.6190476190476191
male,group A,bachelor's degree,standard,1,0.87,0.8072289156626508,0.8555555555555555,0.8461538461538461
female,group D,some college,standard,0,0.63,0.5662650602409639,0.6333333333333333,0.6117216117216118
female,group B,some high school,free/reduced,1,0.59,0.5542168674698795,0.6,0.5824175824175825
male,group A,bachelor's degree,free/reduced,0,0.62,0.6626506024096386,0.611111111111111,0.63003663003663
male,group D,high school,standard,0,0.46,0.20481927710843376,0.2888888888888889,0.326007326007326
male,group C,some college,standard,0,0.66,0.5060240963855422,0.46666666666666673,0.5494505494505495
male,group D,high school,standard,0,0.89,0.8433734939759038,0.7666666666666666,0.8351648351648352
female,group D,associate's degree,free/reduced,1,0.42,0.5301204819277109,0.5333333333333333,0.4908424908424909
male,group C,some college,standard,1,0.93,0.8072289156626508,0.8888888888888888,0.8791208791208791
female,group E,some high school,standard,1,0.8,0.819277108433735,0.8333333333333334,0.8168498168498168
female,group D,some college,standard,0,0.98,1.0,0.9888888888888889,0.9890109890109889
male,group D,master's degree,standard,0,0.81,0.7710843373493976,0.8222222222222222,0.8021978021978022
female,group B,some high school,standard,1,0.6,0.6385542168674699,0.7111111111111111,0.6483516483516484
female,group B,associate's degree,free/reduced,1,0.76,0.9277108433734941,0.8555555555555555,0.8424908424908425
male,group C,associate's degree,standard,1,0.73,0.7349397590361446,0.6888888888888889,0.717948717948718
female,group C,associate's degree,standard,1,0.96,0.9518072289156628,0.9888888888888889,0.967032967032967
female,group C,high school,standard,0,0.76,0.710843373493976,0.7111111111111111,0.7289377289377289
male,group E,associate's degree,free/reduced,1,0.91,0.674698795180723,0.7777777777777778,0.7948717948717949
female,group C,some college,free/reduced,0,0.62,0.6626506024096386,0.6666666666666666,0.6483516483516484
male,group D,some high school,free/reduced,1,0.55,0.5060240963855422,0.5444444444444444,0.5347985347985348
female,group B,some high school,free/reduced,1,0.74,0.8795180722891568,0.8666666666666667,0.8241758241758242
male,group C,high school,standard,0,0.5,0.37349397590361455,0.35555555555555557,0.4139194139194139
male,group B,some college,standard,0,0.47000000000000003,0.3132530120481928,0.34444444444444444,0.380952380952381
male,group E,some college,standard,1,0.81,0.6867469879518073,0.6777777777777778,0.7289377289377289
female,group E,associate's degree,standard,1,0.65,0.6987951807228916,0.7444444444444445,0.6959706959706959
male,group E,some high school,standard,1,0.68,0.40963855421686746,0.5222222222222221,0.5457875457875458
female,group D,high school,free/reduced,0,0.73,0.9036144578313253,0.8222222222222222,0.8131868131868132
male,group C,some college,standard,0,0.53,0.2650602409638554,0.30000000000000004,0.37362637362637363
female,group B,associate's degree,free/reduced,1,0.68,0.7228915662650603,0.7777777777777778,0.7252747252747253
male,group A,some high school,free/reduced,0,0.55,0.3493975903614458,0.3666666666666667,0.4285714285714286
female,group C,some college,standard,1,0.87,0.8674698795180723,0.9333333333333333,0.8901098901098902
male,group D,some high school,standard,0,0.55,0.3614457831325302,0.3777777777777778,0.4358974358974359
female,group E,some college,free/reduced,0,0.53,0.49397590361445787,0.5222222222222221,0.5164835164835165
male,group C,master's degree,standard,0,0.67,0.4819277108433735,0.5444444444444444,0.5714285714285714
male,group C,associate's degree,standard,0,0.92,0.746987951807229,0.8222222222222222,0.8351648351648352
female,group B,some college,free/reduced,1,0.53,0.5903614457831325,0.7,0.6043956043956044
male,group D,associate's degree,standard,0,0.81,0.6506024096385543,0.7,0.7252747252747253
male,group C,high school,free/reduced,0,0.61,0.5180722891566265,0.5,0.5457875457875458
male,group D,bachelor's degree,standard,0,0.8,0.674698795180723,0.6888888888888889,0.7252747252747253
female,group A,associate's degree,free/reduced,0,0.37,0.4819277108433735,0.5111111111111111,0.4505494505494506
female,group C,high school,standard,0,0.81,0.8072289156626508,0.7999999999999999,0.8058608058608059
female,group C,associate's degree,standard,1,0.59,0.674698795180723,0.6888888888888889,0.6483516483516484
male,group B,some college,free/reduced,0,0.55,0.45783132530120485,0.41111111111111115,0.47619047619047616
male,group D,associate's degree,standard,0,0.72,0.746987951807229,0.7111111111111111,0.7252747252747253
male,group D,high school,standard,0,0.6900000000000001,0.6987951807228916,0.6777777777777778,0.6886446886446886
male,group C,some college,standard,0,0.6900000000000001,0.5662650602409639,0.6444444444444444,0.6373626373626374
female,group C,bachelor's degree,free/reduced,0,0.5,0.5180722891566265,0.5444444444444444,0.5201465201465202
male,group B,some college,standard,1,0.87,0.8072289156626508,0.8444444444444444,0.8424908424908425
male,group D,some high school,standard,1,0.71,0.6265060240963856,0.6444444444444444,0.663003663003663
male,group E,some college,standard,0,0.68,0.6626506024096386,0.611111111111111,0.652014652014652
male,group C,master's degree,free/reduced,1,0.79,0.7228915662650603,0.7222222222222222,0.7472527472527473
female,group C,some high school,standard,1,0.77,0.8795180722891568,0.8333333333333334,0.8241758241758242
male,group C,associate's degree,free/reduced,0,0.58,0.45783132530120485,0.4777777777777778,0.5091575091575091
female,group E,associate's degree,standard,0,0.84,0.9397590361445783,0.9111111111111112,0.8937728937728938
male,group D,some college,standard,0,0.55,0.49397590361445787,0.46666666666666673,0.5054945054945055
male,group E,bachelor's degree,free/reduced,1,0.7000000000000001,0.6144578313253013,0.6888888888888889,0.6703296703296704
female,group D,some college,free/reduced,1,0.52,0.5060240963855422,0.611111111111111,0.5457875457875458
male,group B,some college,standard,1,0.6900000000000001,0.7228915662650603,0.7444444444444445,0.717948717948718
female,group C,high school,free/reduced,0,0.53,0.6626506024096386,0.6,0.5934065934065934
female,group D,some high school,standard,0,0.48,0.49397590361445787,0.4888888888888889,0.4871794871794872
male,group D,some high school,standard,1,0.78,0.7710843373493976,0.8444444444444444,0.7985347985347986
female,group B,high school,standard,0,0.62,0.5421686746987953,0.5888888888888889,0.5860805860805861
male,group D,some college,standard,0,0.6,0.5542168674698795,0.5444444444444444,0.5677655677655677
female,group B,high school,standard,0,0.74,0.6626506024096386,0.6888888888888889,0.6996336996336997
female,group C,high school,standard,1,0.58,0.6987951807228916,0.7444444444444445,0.6703296703296704
male,group B,high school,standard,1,0.76,0.5421686746987953,0.5555555555555556,0.6263736263736264
female,group D,some high school,standard,0,0.68,0.6506024096385543,0.7222222222222222,0.684981684981685
male,group A,some college,free/reduced,0,0.58,0.5180722891566265,0.5222222222222221,0.5421245421245422
male,group B,high school,standard,0,0.52,0.37349397590361455,0.4333333333333334,0.44688644688644685
male,group D,bachelor's degree,standard,0,0.75,0.674698795180723,0.7111111111111111,0.7142857142857143
female,group B,some high school,free/reduced,1,0.52,0.6024096385542169,0.6888888888888889,0.6007326007326007
female,group C,bachelor's degree,free/reduced,0,0.62,0.7349397590361446,0.7666666666666666,0.7032967032967034
male,group B,some college,standard,0,0.66,0.5783132530120483,0.5555555555555556,0.6007326007326007
female,group B,some high school,free/reduced,0,0.49,0.49397590361445787,0.5,0.4945054945054945
female,group B,high school,standard,0,0.66,0.6626506024096386,0.6666666666666666,0.663003663003663
female,group C,some college,free/reduced,0,0.35000000000000003,0.32530120481927716,0.3666666666666667,0.347985347985348
female,group A,some college,standard,1,0.72,0.746987951807229,0.7999999999999999,0.7545787545787546
male,group E,associate's degree,standard,1,0.9400000000000001,0.819277108433735,0.7999999999999999,0.8571428571428572
female,group D,associate's degree,free/reduced,0,0.46,0.4698795180722892,0.5222222222222221,0.4835164835164836
female,group B,master's degree,standard,0,0.77,0.8795180722891568,0.8222222222222222,0.8205128205128205
female,group B,high school,free/reduced,1,0.76,0.819277108433735,0.7999999999999999,0.7912087912087912
female,group C,associate's degree,standard,1,0.52,0.5060240963855422,0.5777777777777777,0.5347985347985348
male,group C,bachelor's degree,standard,1,0.91,0.7710843373493976,0.7666666666666666,0.8205128205128205
female,group B,some high school,standard,1,0.32,0.40963855421686746,0.3777777777777778,0.36630036630036633
female,group E,some high school,free/reduced,0,0.72,0.746987951807229,0.7444444444444445,0.7362637362637363
female,group B,some college,standard,0,0.19,0.2530120481927711,0.24444444444444446,0.22710622710622713
male,group C,associate's degree,free/reduced,0,0.68,0.5783132530120483,0.5666666666666667,0.6117216117216118
female,group C,master's degree,free/reduced,0,0.52,0.5783132530120483,0.5666666666666667,0.5531135531135531
female,group B,high school,standard,0,0.48,0.5421686746987953,0.5555555555555556,0.5238095238095238
female,group D,some college,free/reduced,0,0.6,0.5903614457831325,0.6666666666666666,0.6190476190476191
male,group D,high school,free/reduced,0,0.66,0.6867469879518073,0.6555555555555556,0.6666666666666666
male,group E,some high school,standard,1,0.89,0.8072289156626508,0.7444444444444445,0.8168498168498168
female,group B,high school,standard,0,0.42,0.42168674698795183,0.45555555555555555,0.43223443223443225
female,group E,associate's degree,free/reduced,1,0.5700000000000001,0.6144578313253013,0.7,0.6263736263736264
male,group D,high school,standard,0,0.7000000000000001,0.6385542168674699,0.6666666666666666,0.6703296703296704
female,group E,associate's degree,free/reduced,0,0.7000000000000001,0.8072289156626508,0.7888888888888889,0.761904761904762
male,group E,some college,standard,0,0.6900000000000001,0.5180722891566265,0.4888888888888889,0.5714285714285714
female,group C,associate's degree,standard,0,0.52,0.45783132530120485,0.5222222222222221,0.5018315018315018
male,group C,some high school,standard,1,0.67,0.674698795180723,0.6444444444444444,0.663003663003663
male,group C,some high school,standard,1,0.76,0.7590361445783133,0.7,0.73992673992674
female,group E,associate's degree,standard,0,0.87,0.9277108433734941,0.9444444444444444,0.9120879120879121
female,group B,some college,standard,0,0.8200000000000001,0.819277108433735,0.8555555555555555,0.8315018315018315
female,group C,some college,standard,0,0.73,0.710843373493976,0.7555555555555555,0.7326007326007327
male,group A,some college,free/reduced,0,0.75,0.7710843373493976,0.7111111111111111,0.7435897435897436
female,group D,some college,free/reduced,0,0.64,0.6867469879518073,0.7222222222222222,0.6813186813186813
female,group E,high school,free/reduced,0,0.41000000000000003,0.33734939759036153,0.33333333333333337,0.3626373626373627
male,group C,high school,standard,0,0.9,0.6987951807228916,0.6555555555555556,0.7582417582417582
male,group B,bachelor's degree,standard,0,0.59,0.4457831325301205,0.45555555555555555,0.5018315018315018
male,group A,some high school,standard,0,0.51,0.16867469879518074,0.2888888888888889,0.33333333333333337
male,group A,high school,free/reduced,0,0.45,0.3614457831325302,0.4333333333333334,0.41758241758241765
female,group C,master's degree,standard,1,0.54,0.5662650602409639,0.6333333333333333,0.5787545787545788
male,group E,some high school,standard,1,0.87,0.8072289156626508,0.7333333333333333,0.8058608058608059
female,group C,high school,standard,0,0.72,0.7590361445783133,0.8111111111111111,0.761904761904762
male,group B,some high school,standard,1,0.9400000000000001,0.8313253012048193,0.8555555555555555,0.8791208791208791
female,group A,bachelor's degree,standard,0,0.45,0.5060240963855422,0.6,0.5164835164835165
male,group D,bachelor's degree,free/reduced,1,0.61,0.6385542168674699,0.7333333333333333,0.6593406593406593
female,group B,high school,free/reduced,0,0.6,0.6626506024096386,0.6444444444444444,0.6336996336996337
female,group C,some high school,standard,0,0.77,0.8915662650602411,0.8666666666666667,0.8388278388278388
female,group A,some high school,standard,1,0.85,0.8795180722891568,0.9111111111111112,0.8791208791208791
female,group D,bachelor's degree,free/reduced,0,0.78,0.8795180722891568,0.9222222222222223,0.8571428571428572
male,group E,some college,free/reduced,1,0.49,0.42168674698795183,0.45555555555555555,0.4578754578754579
female,group B,high school,free/reduced,0,0.71,0.8433734939759038,0.7999999999999999,0.7802197802197802
female,group C,some high school,free/reduced,0,0.48,0.49397590361445787,0.46666666666666673,0.4798534798534799
male,group C,high school,standard,0,0.62,0.6024096385542169,0.5333333333333333,0.5860805860805861
female,group C,associate's degree,free/reduced,1,0.56,0.6144578313253013,0.6666666666666666,0.6117216117216118
female,group C,some high school,standard,0,0.65,0.6265060240963856,0.7333333333333333,0.6703296703296704
female,group D,some high school,free/reduced,1,0.6900000000000001,0.8313253012048193,0.7888888888888889,0.7655677655677656
male,group B,some high school,standard,0,0.68,0.4457831325301205,0.4777777777777778,0.5421245421245422
female,group A,some college,free/reduced,0,0.61,0.5180722891566265,0.5222222222222221,0.5531135531135531
female,group C,bachelor's degree,free/reduced,1,0.74,0.8313253012048193,0.8777777777777778,0.8131868131868132
male,group A,bachelor's degree,standard,0,0.64,0.5180722891566265,0.5333333333333333,0.5677655677655677
female,group B,high school,standard,1,0.77,0.783132530120482,0.8777777777777778,0.8095238095238095
male,group B,some college,standard,0,0.58,0.3975903614457832,0.3888888888888889,0.46153846153846156
female,group C,high school,standard,1,0.6,0.5662650602409639,0.7111111111111111,0.6263736263736264
male,group E,high school,standard,0,0.73,0.5662650602409639,0.5222222222222221,0.6117216117216118
female,group A,high school,standard,1,0.75,0.783132530120482,0.7666666666666666,0.7655677655677656
male,group B,associate's degree,free/reduced,1,0.58,0.4819277108433735,0.4777777777777778,0.5164835164835165
female,group C,associate's degree,standard,0,0.66,0.7228915662650603,0.7,0.6923076923076923
female,group D,high school,free/reduced,0,0.39,0.42168674698795183,0.4000000000000001,0.40293040293040294
male,group C,some high school,standard,0,0.64,0.49397590361445787,0.45555555555555555,0.5347985347985348
female,group B,high school,free/reduced,1,0.23,0.32530120481927716,0.2888888888888889,0.2783882783882784
male,group B,some college,free/reduced,1,0.74,0.7228915662650603,0.7333333333333333,0.7326007326007327
female,group D,some high school,free/reduced,1,0.4,0.5783132530120483,0.6,0.5201465201465202
male,group E,master's degree,standard,0,0.9,0.819277108433735,0.8222222222222222,0.8498168498168498
male,group C,master's degree,standard,1,0.91,0.819277108433735,0.8333333333333334,0.8571428571428572
male,group D,high school,standard,0,0.64,0.4457831325301205,0.4444444444444445,0.5164835164835165
female,group C,high school,standard,0,0.59,0.6626506024096386,0.6444444444444444,0.63003663003663
male,group D,associate's degree,standard,0,0.8,0.6987951807228916,0.6555555555555556,0.7216117216117216
male,group C,master's degree,standard,0,0.71,0.6024096385542169,0.6333333333333333,0.652014652014652
female,group A,high school,standard,0,0.61,0.6144578313253013,0.5888888888888889,0.6043956043956044
female,group E,some college,standard,0,0.87,0.819277108433735,0.9222222222222223,0.8717948717948718
male,group E,some high school,standard,0,0.8200000000000001,0.6024096385542169,0.5666666666666667,0.6703296703296704
male,group C,some high school,standard,0,0.62,0.5662650602409639,0.5,0.5641025641025641
female,group B,bachelor's degree,standard,0,0.97,0.9638554216867471,0.9555555555555555,0.9633699633699634
male,group B,some college,free/reduced,0,0.75,0.6144578313253013,0.611111111111111,0.663003663003663
female,group C,bachelor's degree,standard,0,0.65,0.746987951807229,0.7888888888888889,0.7252747252747253
male,group B,high school,standard,1,0.52,0.3855421686746988,0.4000000000000001,0.43956043956043955
male,group C,associate's degree,free/reduced,0,0.87,0.674698795180723,0.6888888888888889,0.7509157509157509
female,group C,associate's degree,standard,0,0.53,0.5421686746987953,0.4777777777777778,0.5164835164835165
female,group E,master's degree,free/reduced,0,0.81,0.8313253012048193,0.8555555555555555,0.8315018315018315
male,group D,bachelor's degree,free/reduced,1,0.39,0.3012048192771085,0.3111111111111111,0.336996336996337
female,group C,some college,standard,1,0.71,0.6506024096385543,0.7777777777777778,0.7142857142857143
male,group C,associate's degree,standard,0,0.97,0.9156626506024098,0.8999999999999999,0.9304029304029303
male,group D,some college,standard,1,0.8200000000000001,0.783132530120482,0.8666666666666667,0.8241758241758242
male,group C,high school,free/reduced,0,0.59,0.4337349397590362,0.46666666666666673,0.5018315018315018
male,group B,associate's degree,standard,0,0.61,0.3012048192771085,0.34444444444444444,0.4285714285714286
male,group E,associate's degree,free/reduced,1,0.78,0.6867469879518073,0.6888888888888889,0.7216117216117216
male,group C,associate's degree,free/reduced,0,0.49,0.40963855421686746,0.45555555555555555,0.45421245421245426
male,group B,high school,standard,0,0.59,0.49397590361445787,0.41111111111111115,0.5018315018315018
female,group C,some college,standard,1,0.7000000000000001,0.6626506024096386,0.7333333333333333,0.6996336996336997
male,group B,associate's degree,standard,1,0.8200000000000001,0.8072289156626508,0.7555555555555555,0.7948717948717949
male,group E,associate's degree,free/reduced,0,0.9,0.8795180722891568,0.7999999999999999,0.8608058608058609
female,group C,bachelor's degree,free/reduced,0,0.43,0.5421686746987953,0.5666666666666667,0.5091575091575091
male,group C,some college,free/reduced,0,0.8,0.5662650602409639,0.6222222222222222,0.6703296703296704
male,group D,some college,standard,0,0.81,0.783132530120482,0.8222222222222222,0.8058608058608059
male,group C,some high school,standard,0,0.5700000000000001,0.5301204819277109,0.4888888888888889,0.5311355311355311
female,group D,some high school,standard,0,0.59,0.6626506024096386,0.7777777777777778,0.673992673992674
female,group D,associate's degree,standard,0,0.64,0.710843373493976,0.7111111111111111,0.684981684981685
male,group C,bachelor's degree,standard,1,0.63,0.5662650602409639,0.6222222222222222,0.6080586080586081
female,group E,bachelor's degree,standard,1,0.71,0.6385542168674699,0.6666666666666666,0.673992673992674
female,group B,high school,free/reduced,0,0.64,0.674698795180723,0.6777777777777778,0.663003663003663
male,group D,bachelor's degree,free/reduced,0,0.55,0.3493975903614458,0.3777777777777778,0.43223443223443225
female,group E,associate's degree,standard,0,0.51,0.40963855421686746,0.4888888888888889,0.4725274725274725
female,group C,associate's degree,standard,1,0.62,0.710843373493976,0.7777777777777778,0.6996336996336997
female,group E,associate's degree,standard,1,0.93,1.0,0.9444444444444444,0.9560439560439561
male,group C,high school,free/reduced,0,0.54,0.6626506024096386,0.5444444444444444,0.5787545787545788
female,group D,some college,free/reduced,0,0.6900000000000001,0.5783132530120483,0.7111111111111111,0.663003663003663
male,group D,high school,free/reduced,0,0.44,0.40963855421686746,0.4222222222222222,0.42490842490842495
female,group E,some college,standard,1,0.86,0.819277108433735,0.8999999999999999,0.8608058608058609
female,group E,associate's degree,standard,0,0.85,0.9036144578313253,0.8333333333333334,0.8608058608058609
female,group A,master's degree,free/reduced,0,0.5,0.6024096385542169,0.7,0.5970695970695971
male,group D,some high school,standard,1,0.88,0.6867469879518073,0.7222222222222222,0.7692307692307693
female,group E,associate's degree,standard,0,0.59,0.5421686746987953,0.6555555555555556,0.5970695970695971
female,group E,some high school,free/reduced,0,0.32,0.20481927710843376,0.3111111111111111,0.28205128205128205
male,group B,high school,free/reduced,0,0.36,0.14457831325301204,0.18888888888888888,0.23809523809523814
